id,number,norm_number,title_fr,stored_date,stored_year,expected_year,problem,auto_fixable
1,Dahir n° 1-03-194,1-03-194,Dahir n° 1-03-194 du 14 rejeb 1424 (11 septembre 2003) portant promulgation de l,2003-09-11,,,number contient le type → devrait être '1-03-194',True
2,Décret n°2.92.264,2-92-264,Décret n°2.92.264 fixant les modalités et les conditions d'octroi d'une indemnit,1993-05-18,,,number contient le type → devrait être '2-92-264',True
3,Dahir n° 1-15-83,1-15-83,Dahir n° 1-15-83 du 20 ramadan 1436 (7 juillet 2015) portant promulgation de la ,2015-07-07,,,number contient le type → devrait être '1-15-83',True
4,Dahir n° 1-15-85,1-15-85,Dahir n° 1-15-85 du 20 ramadan 1436 (7 juillet 2015) portant promulgation de la ,2015-07-07,,,number contient le type → devrait être '1-15-85',True
5,Dahir n° 1-15-84,1-15-84,Dahir n° 1-15-84 du 20 ramadan 1436 (7 juillet 2015) portant promulgation de la ,2015-07-07,,,number contient le type → devrait être '1-15-84',True
15,Loi n°16.09,16-09,Loi n° 16.09 relative à l'Agence marocaine pour l'efficacité énergétique,2024-07-07,,,number contient le type → devrait être '16-09',True
19,Dahir n°1-58-376,1-58-376,Dahir n° 1-58-376 portant sur le droit d'association.,1958-11-15,,,number contient le type → devrait être '1-58-376',True
20,Dahir n° 1-23-93,1-23-93,Dahir n° 1-23-93 du 29 novembre 2023 portant modification et complétant le Dahir,2023-11-29,,,number contient le type → devrait être '1-23-93',True
22,Loi n° 20-13,20-13,Loi n° 20-13 relative au Conseil de la Concurrence,2014-07-30,,,number contient le type → devrait être '20-13',True
24,Dahir n°1-23-108,1-23-108,Dahir n° 1-23-108 du 29 novembre 2023 portant promulgation de la loi n° 24-96 re,2023-11-29,,,number contient le type → devrait être '1-23-108',True
30,Décret n°2.02.177,2-02-177,Décret n° 2-02-177 du 22 moharrem 1423 (22 février 2002) portant approbation du ,2002-02-22,,,number contient le type → devrait être '2-02-177',True
31,Décret n°2.10.313 du 20 Chaoual 1431 (29 septembre 2010),2-10-313-du-20-chaoual-1431-(29-septembre-2010),Décret n° 2.10.313 du 20 Chaoual 1431 (29 septembre 2010) portant application de,2010-09-29,,,number contient le type → devrait être '2-10-313-du-20-chaoual-1431-(29-septembre-2010)',True
32,Décret n° 2-23-936,2-23-936,"Décret n° 2-23-936 relatif aux poids et dimensions des véhicules, modifiant et c",2023-11-29,,,number contient le type → devrait être '2-23-936',True
33,Décret n° 2.12.666,2-12-666,relatif à l'approbation du règlement de construction parasismique applicable aux,2013-05-28,,,number contient le type → devrait être '2-12-666',True
34,Décret n°2.13.820,2-13-820,Décret n° 2.13.820 relatif à l'amélioration de la mise en œuvre des opérations d,2024-03-07,,,number contient le type → devrait être '2-13-820',True
36,Décret n°2.14.791,2-14-791,Décret n° 2.14.791 fixant les conditions et les modalités de bénéfice de l'aide ,2014-12-04,,,number contient le type → devrait être '2-14-791',True
38,Décret n° 2.15.426,2-15-426,Décret n° 2.15.426 du 28 Ramadan 1436 (15 juillet 2015) relatif à la préparation,2015-07-15,,,number contient le type → devrait être '2-15-426',True
39,Décret n°2.24.264,2-24-264,Décret n°2.24.264 modifiant et complétant le décret n°2.18.622 du 10 Joumada I 1,2024-03-29,,,number contient le type → devrait être '2-24-264',True
41,Dahir  n° 1-23-95,1-23-95,Dahir n° 1-23-95 du 29 novembre 2023 portant modification du décret n° 2.19.971 ,2023-11-29,,,number contient le type → devrait être '1-23-95',True
42,Décret n°2.22.797,2-22-797,Décret n°2.22.797 portant application de la loi n° 65.00 relative à l'assurance ,2022-11-29,,,number contient le type → devrait être '2-22-797',True
43,Décret n° 2.23.1067,2-23-1067,Décret n° 2.23.1067 portant application de la loi n° 58.23 relative au régime d’,2023-12-17,,,number contient le type → devrait être '2-23-1067',True
44,Décret n°2.23.690,2-23-690,Décret n° 2.23.690 du 15 décembre 2023 portant application de la loi n° 60.22 re,2023-12-15,,,number contient le type → devrait être '2-23-690',True
53,Loi n°47.18,47-18,Loi n° 47.18 modifiant et complétant la loi n° 1-04-22 relative aux centres régi,2019-02-13,,,number contient le type → devrait être '47-18',True
75,Loi n°16.09,16-09,Loi n° 16-09 relative à l'Agence marocaine pour l'efficacité énergétique,2024-07-07,,,number contient le type → devrait être '16-09',True
79,Dahir n° 1-58-376,1-58-376,Dahir n° 1-58-376 portant sur le droit d'association.,1958-11-15,,,number contient le type → devrait être '1-58-376',True
81,Dahir n°1-73-255,1-73-255,Dahir n° 1-73-255 du 22 moharrem 1393 (22 février 1973) portant la loi n° 1.72.2,1973-03-22,,,number contient le type → devrait être '1-73-255',True
82,Loi n° 20-13,20-13,Loi n° 20-13 relative au Conseil de la Concurrence,2014-07-30,,,number contient le type → devrait être '20-13',True
84,Loi-n°24-96-portant-sur-les-télécommunications,n°24-96-portant-sur-les-télécommunications,Loi n° 24-96 relative aux télécommunications,2023-11-29,,,number contient le type → devrait être 'n°24-96-portant-sur-les-télécommunications',True
90,Décret n°2.02.177,2-02-177,Décret n° 2-02-177 du 9 joumada II 1423 (22 août 2002) approuvant le règlement d,2002-02-22,,,number contient le type → devrait être '2-02-177',True
92,Décret n° 2-23-936,2-23-936,Décret n° 2-23-936 relatif aux poids et dimensions des véhicules,2023-11-29,,,number contient le type → devrait être '2-23-936',True
93,Décret n° 2.12.666,2-12-666,Décret n° 2.12.666 relatif à l'approbation du règlement de construction parasism,2013-05-28,,,number contient le type → devrait être '2-12-666',True
95,Décret n°2.14.782,2-14-782,décret n° 2.14.782 relatif aux modalités de fonctionnement de la police de l'env,2015-05-19,,,number contient le type → devrait être '2-14-782',True
96,Décret n°2.14.791,2-14-791,Décret n° 2.14.791 fixant les conditions et modalités de l'aide directe aux femm,2014-12-04,,,number contient le type → devrait être '2-14-791',True
97,Décret n°2.14.867,2-14-867,"Décret n° 2.14.867 relatif à la Commission nationale des marchés publics, tel qu",2015-09-21,,,number contient le type → devrait être '2-14-867',True
98,Décret n°2.15.426 du 28 Ramadan 1436 (15 juillet 2015),2-15-426-du-28-ramadan-1436-(15-juillet-2015),Décret n° 2.15.426 du 28 Ramadan 1436 (15 juillet 2015) relatif à la préparation,2015-07-15,,,number contient le type → devrait être '2-15-426-du-28-ramadan-1436-(15-juillet-2015)',True
99,Décret n°2.18.622 du 10 Joumada I 1440,2-18-622-du-10-joumada-i-1440,Décret n° 2.18.622 du 10 joumada I 1440 (17 janvier 2019) portant application de,2019-01-17,,,number contient le type → devrait être '2-18-622-du-10-joumada-i-1440',True
102,Décret n° 2.23.1067,2-23-1067,Décret n° 2.23.1067 portant application de la loi n° 58.23 relative au régime d',2023-12-17,,,number contient le type → devrait être '2-23-1067',True
103,Décret n°2.23.690,2-23-690,Décret n° 2.23.690 relatif à l'application de la loi n° 60.22 concernant le régi,2023-12-15,,,number contient le type → devrait être '2-23-690',True
108,Dahir n°1-22-38,1-22-38,Dahir n° 1-22-38 du 30 juillet 2022 portant promulgation de la loi n° 38.15 rela,2022-07-30,,,number contient le type → devrait être '1-22-38',True
114,Loi n°47.18,47-18,Loi n° 47.18 modifiant et complétant la loi n° 1.19.18 du 7 joumada II 1440 (13 ,2019-02-13,,,number contient le type → devrait être '47-18',True
127,Loi-cadre n° 18.95,cadre-n°-18-95,Loi-cadre n° 18.95 portant charte de l'investissement,1995-11-08,,,number contient le type → devrait être 'cadre-n°-18-95',True
130,Dahir n°1.16.52,1-16-52,Dahir n° 1-16-52 du 19 rejeb 1437 (27 avril 2016) portant exécution de la loi-ca,2016-04-27,,,number contient le type → devrait être '1-16-52',True
133,Décret n°2.17.618,2-17-618,Décret n° 2.17.618 du 18 Rabii II 1440 (26 décembre 2018) portant charte nationa,2018-12-26,,,number contient le type → devrait être '2-17-618',True
135,Décret n°2.19.591,2-19-591,Décret n°2.19.591 du 19 Dhou al-Qiida 1440 (22 juillet 2019) modifiant le décret,2019-07-22,,,number contient le type → devrait être '2-19-591',True
137,Décret n° 2-22-861,2-22-861,Décret n° 2-22-861 relatif aux marchés publics et modifiant et complétant le déc,2023-03-09,,,number contient le type → devrait être '2-22-861',True
139,Loi n° 03.22,03-22,Loi n° 03.22 portant charte d'investissement,2022-12-09,,,number contient le type → devrait être '03-22',True
141,Dahir n°1-21-65 du 26 juillet 2021,1-21-65-du-26-juillet-2021,Dahir n° 1-21-65 du 26 juillet 2021 portant promulgation de la loi-cadre n° 50-2,2021-07-26,,,number contient le type → devrait être '1-21-65-du-26-juillet-2021',True
143,Dahir n°1-21-70,1-21-70,Dahir n° 1-21-70 du 26 juillet 2021 portant promulgation de la loi-cadre n° 69-1,2021-07-26,,,number contient le type → devrait être '1-21-70',True
146,Dahir n°1-21-65,1-21-65,Dahir n° 1-21-65 du 8 ramadan 1442 (21 avril 2021) portant promulgation de la lo,2021-04-21,,,number contient le type → devrait être '1-21-65',True
147,Dahir n°1.15.33,1-15-33,Dahir n° 1-15-33 du 28 Joumada I 1436 (19 mars 2015) portant exécution de la loi,2015-03-19,,,number contient le type → devrait être '1-15-33',True
149,Dahir n°1-21-39,1-21-39,Dahir n° 1-21-39 du 8 ramadan 1442 (21 avril 2021) portant modification et compl,2021-04-21,,,number contient le type → devrait être '1-21-39',True
150,Dahir n°1-21-30,1-21-30,Dahir n° 1-21-30 du 8 Ramadan 1442 (21 avril 2021) portant promulgation de la lo,2021-04-21,,,number contient le type → devrait être '1-21-30',True
151,Dahir,Dahir,Texte N° Dahir,2014-08-14,,,number contient le type → devrait être 'Dahir',True
152,Dahir n°1.16.41,1-16-41,Dahir n° 1-16-41 du 24 mars 2016 portant exécution de la loi organique n° 106.13,2016-03-24,,,number contient le type → devrait être '1-16-41',True
155,Dahir,Dahir,Texte N° Dahir,2014-08-14,,,number contient le type → devrait être 'Dahir',True
156,Dahir n°1-23-25,1-23-25,Dahir n°1-23-25 modifiant et complétant la loi n°13.22 relative au Conseil Supér,2023-03-23,,,number contient le type → devrait être '1-23-25',True
158,Dahir n°1-24-95,1-24-95,Dahir n° 1-24-95 du 5 août 2024 portant modification et complément de la loi n° ,2024-08-05,,,number contient le type → devrait être '1-24-95',True
160,Dahir n°1-23-45,1-23-45,Dahir n° 1-23-45 du 23 mars 2023 portant modification et complément du décret n°,2023-03-23,,,number contient le type → devrait être '1-23-45',True
161,Dahir n°1-22-2,1-22-2,Dahir n° 1-22-2 du 27 janvier 2022 modifiant et complétant le dahir n° 1-12-20 d,2022-01-27,,,number contient le type → devrait être '1-22-2',True
163,Dahir n°1.16.108,1-16-108,Dahir n° 1-16-108 du 23 Chaoual 1437 portant détermination des conditions et mod,2016-07-28,,,number contient le type → devrait être '1-16-108',True
165,Décret n°2-21-666,2-21-666,Décret n° 2-21-666 approuvant la convention de prêt CMA 1269 01 P d'un montant d,2021-08-31,,,number contient le type → devrait être '2-21-666',True
166,Dahir n°1.16.78,1-16-78,Dahir n° 1-16-78 du 1er Ramadan 1437 (7 juin 2016) portant exécution de la loi o,2016-06-07,,,number contient le type → devrait être '1-16-78',True
168,Dahir n°1.21.30,1-21-30,Dahir n°1.21.30 du 9 Chaoual 1442 (23 mars 2021) portant exécution de la loi-cad,2021-03-23,,,number contient le type → devrait être '1-21-30',True
169,Dahir n°1.14.187,1-14-187,Dahir n° 1-14-187 du 17 Safar 1436 (10 décembre 2014) portant exécution de la lo,2014-12-10,,,number contient le type → devrait être '1-14-187',True
171,Dahir n° 1.19.08,1-19-08,Dahir n° 1.19.08 portant exécution de la loi n° 121-12 modifiant et complétant l,2019-01-25,,,number contient le type → devrait être '1-19-08',True
172,Dahir n°1.19.121,1-19-121,Dahir n° 1.19.121 du 12 moharrem 1441 (12 septembre 2019) portant promulgation d,2019-09-12,,,number contient le type → devrait être '1-19-121',True
173,Dahir n°1-07-43,1-07-43,Dahir n°1-07-43 du 17 avril 2007 portant exécution de la loi n° 29.06 modifiant ,2007-04-17,,,number contient le type → devrait être '1-07-43',True
174,Dahir n° 1-19-82,1-19-82,Dahir n° 1-19-82 du 17 Chaoual 1440 (21 juin 2019) portant promulgation de la lo,2019-06-21,,,number contient le type → devrait être '1-19-82',True
175,Loi n°43.12,43-12,Loi n° 43-12 relative à l'Autorité marocaine du marché des capitaux,2013-03-13,,,number contient le type → devrait être '43-12',True
176,Dahir n° 1.20.30,1-20-30,Loi n° 55.19 relative à la simplification des procédures et formalités administr,2020-03-06,,,number contient le type → devrait être '1-20-30',True
177,Dahir n°1.13.57,1-13-57,Dahir n°1.13.57 portant promulgation de la loi n°93.12 modifiant la loi,2013-06-17,,,number contient le type → devrait être '1-13-57',True
178,Dahir n°1-17-49,1-17-49,Dahir n° 1-17-49 du 8 hija 1438 (30 août 2017) portant exécution de la loi n° 60,2017-08-30,,,number contient le type → devrait être '1-17-49',True
179,Loi n° 64.12,64-12,Loi n° 64.12 portant création de l'Autorité de contrôle des assurances et de la ,2014-03-06,,,number contient le type → devrait être '64-12',True
180,Dahir n° 1 1 97-162,1-1-97-162,Dahir portant promulgation de la loi n° 24-96 relative à la poste et aux télécom,1997-08-07,,,number contient le type → devrait être '1-1-97-162',True
181,Dahir n• 1-01-123,•-1-01-123,Dahir n• 1-01-123 du 29 rabii 1 1422 (22 juin 2001) portant promulgation de la l,2001-06-22,,,number contient le type → devrait être '•-1-01-123',True
182,Loi n° 22-02,22-02,"Loi n° 22-02 portant approbation, quant au principe, de la ratification du Royau",2004-11-18,,,number contient le type → devrait être '22-02',True
183,dahir n°1-07-200,1-07-200,Dahir n° 1-07-200 du 29 hija 1428 (19 décembre 2007) portant promulgation de la ,2007-12-19,,,number contient le type → devrait être '1-07-200',True
184,Dahir n° 1-11-03,1-11-03,Dahir n° 1-11-03 du 14 rabii 1 1432 (18 février 2011) portant promulgation de la,2011-02-18,,,number contient le type → devrait être '1-11-03',True
185,Dahir n° 1-11-86,1-11-86,Dahir n° 1-11-86 du 29 rejeb 1432 (2 juillet 2011) portant promuiguation de la l,2011-07-02,,,number contient le type → devrait être '1-11-86',True
187,Dahir n° 1-13-57,1-13-57,Dahir n° 1-13-57 du 8 chaabane 1434 (17 juin 2013) portant promulgation de la fo,2013-06-17,,,number contient le type → devrait être '1-13-57',True
189,Arrêté n° 3291-16,3291-16,"Arrêté du ministre de l’industrie, du commerce, de l’investissement et de l’écon",2016-12-15,,,number contient le type → devrait être '3291-16',True
199,Circulaire,Circulaire,Circulaire relative à la promotion des agents contractuels dans le cadre du droi,,,,number contient le type → devrait être 'Circulaire',True
203,Décret,Décret,Décret fixant la liste des services à valeur ajoutée,,,,number contient le type → devrait être 'Décret',True
204,Décret-relatif-aux-conditions-générales-d'exploitation-des-réseaux-publics-de-télécommunications,relatif-aux-conditions-générales-d'exploitation-des-réseaux-publics-de-télécommunications,Décret sur l'exploitation des réseaux publics de télécommunications (version con,,,,"number contient le type → devrait être ""relatif-aux-conditions-générales-d'exploitation-des-réseaux-publics-de-télécommunications""",True
206,Décret n° 2-05-772,2-05-772,Décret n° 2-05-772 du 6 joumada II 1426 (13 juillet 2005) relatif à la procédure,2005-07-13,,,number contient le type → devrait être '2-05-772',True
208,Décret n°2-01-94,2-01-94,Décret n° 2-01-94 du 29 rabii II 1422 (22 juillet 2001) fixant les conditions de,2001-07-05,,,number contient le type → devrait être '2-01-94',True
209,Décret n°2-01-96,2-01-96,Décret n° 2-01-96 du 29 rabii I 1422 (22 juillet 2001) fixant les conditions de ,2001-07-05,,,number contient le type → devrait être '2-01-96',True
211,Décret n°2-11-621,2-11-621,Décret n° 2-11-621 du 28 moharrem 1433 fixant les modalités d'organisation des c,2011-11-28,,,number contient le type → devrait être '2-11-621',True
212,Décret n°2-12-90,2-12-90,Décret n° 2-12-90 modifiant et complétant le décret n° 2-04-23 fixant les modali,2012-04-30,,,number contient le type → devrait être '2-12-90',True
213,Décret n°2.13.422,2-13-422,Décret n° 2.13.422 du 28 Rabii I 1435 (30 janvier 2014) fixant les modalités d’a,2014-01-30,,,number contient le type → devrait être '2-13-422',True
216,Décret n°2-62-344,2-62-344,Décret n° 2-62-344 fixant les modalités de l'avancement des fonctionnaires de l',1963-07-08,,,number contient le type → devrait être '2-62-344',True
217,Décret n°2-64-389,2-64-389,Décret n°2-64-389 relatif au recrutement des résistants dans les emplois publics,1964-08-19,,,number contient le type → devrait être '2-64-389',True
218,Décret n°2.92.231,2-92-231,Décret relatif à la dérogation à la condition d'âge pour le recrutement dans les,1993-04-29,,,number contient le type → devrait être '2-92-231',True
219,Décret n°2-99-1215,2-99-1215,Décret relatif aux modalités d'application de l'article 46 du dahir n° 1-58-008 ,2000-05-10,,,number contient le type → devrait être '2-99-1215',True
220,Décret n° 2.99.1218,2-99-1218,Décret n° 2.99.1218 du 10 mai 2000 fixant les modalités d'application de l'artic,2000-05-10,,,number contient le type → devrait être '2-99-1218',True
221,Décret n°2-00-1421 du 6 Rejeb 1421 (10 octobre 2000),2-00-1421-du-6-rejeb-1421-(10-octobre-2000),Décret n° 2-00-1421 du 6 rejeb 1421 (10 octobre 2000) pris pour l'application de,2000-10-10,,,number contient le type → devrait être '2-00-1421-du-6-rejeb-1421-(10-octobre-2000)',True
222,Décret n°2-04-403,2-04-403,Décret n° 2-04-403 fixant les conditions de promotion dans l'échelle ou le grade,2005-12-02,,,number contient le type → devrait être '2-04-403',True
223,Décret n° 2.17.635,2-17-635,Décret relatif aux modalités d'organisation des concours unifiés pour le recrute,2018-07-04,,,number contient le type → devrait être '2-17-635',True
225,Décret n°2-05-772,2-05-772,"Décret relatif à la procédure suivie devant l’ANRT en matière de litiges, de pra",2005-06-22,,,number contient le type → devrait être '2-05-772',True
226,Dahir n°1.58.008,1-58-008,Dahir n° 1-58-008 portant statut général de la fonction publique,1958-02-24,,,number contient le type → devrait être '1-58-008',True
227,Dahir n° 1-15-123,1-15-123,"Dahir n° 1-15-123 du 18 chaoual 1436 (4 août 2015) portant
promulgation de la lo",2015-08-04,,,number contient le type → devrait être '1-15-123',True
228,Loi n°24-96,24-96,"Loi n°24-96 relative à la poste et aux télécommunications, telle qu’elle a été m",,,,number contient le type → devrait être '24-96',True
229,Dahir n° 1‑22‑67,1‑22‑67,Dahir n° 1‑22‑67 du 30 rabii II 1444 (25 novembre 2022) portant promulgation de ,2022-11-25,,,number contient le type → devrait être '1‑22‑67',True
230,Dahir n° 1-16-155,1-16-155,Dahir n° 1-16-155 du 21 kaada 1437 (25 août 2016) portant promulgation de la loi,2016-08-25,,,number contient le type → devrait être '1-16-155',True
231,Dahir n° 1-14-116,1-14-116,Dahir n° 1-14-116 du 2 ramadan 1435 (30 juin 2014) portant promulgation de la lo,2014-06-30,,,number contient le type → devrait être '1-14-116',True
232,Dahir n° 1-16-123,1-16-123,Dahir n° 1-16-123 du 21 kaada 1437 (25 août 2016) portant promulgation de la loi,2016-08-25,,,number contient le type → devrait être '1-16-123',True
233,Loi n° 011-71 du 30 décembre 1971,011-71-du-30-décembre-1971,Loi n° 011-71 relative au régime des pensions civiles,1971-12-30,,,number contient le type → devrait être '011-71-du-30-décembre-1971',True
235,Dahir n° 1-20-69,1-20-69,Dahir n° 1-20-69 du 4 hija 1441 (25 juillet 2020) portant promulgation de la loi,2020-07-25,,,number contient le type → devrait être '1-20-69',True
236,Dahir n° 1-21-97,1-21-97,Dahir n° 1-21-97 du 15 hija 1442 (26 juillet 2021) portant promulgation de la lo,2021-07-26,,,number contient le type → devrait être '1-21-97',True
237,Dahir n°1-16-110,1-16-110,Dahir n°1-16-110 du 20 août 2016 portant exécution de la loi n° 72-14 fixant l'â,2016-08-20,,,number contient le type → devrait être '1-16-110',True
238,Dahir n°1-16-52,1-16-52,Dahir n°1-16-52 du 27 avril 2016 portant promulgation de la loi-cadre n° 97-13 r,2016-04-27,,,number contient le type → devrait être '1-16-52',True
239,Dahir n°1.83.230,1-83-230,Dahir n°1.83.230 du 9 moharrem 1405 (5 octobre 1984) portant exécution de la loi,1984-10-05,,,number contient le type → devrait être '1-83-230',True
247,Arrêté n° 1510.07,1510-07,Arrêté du Ministre des Finances et de la Privatisation n° 1510.07 du 10 rejeb 14,2007-07-26,,,number contient le type → devrait être '1510-07',True
259,Circulaire n°1/W/2022,1-w-2022,Circulaire modifiant la circulaire n°6/W/2016 fixant les conditions et modalités,2022-05-19,,,number contient le type → devrait être '1-w-2022',True
272,Circulaire n° 36/G/2004,36-g-2004,Circulaire n° 36/G/2004 du 12 Novembre 2004 relative aux conditions d’exercice d,2004-11-12,,,number contient le type → devrait être '36-g-2004',True
277,Circulaire n°3/W/2021,3-w-2021,Circulaire modifiant et complétant la circulaire du Wali de Bank Al-Maghrib n°9/,2021-03-04,,,number contient le type → devrait être '3-w-2021',True
278,Circulaire du Wali de Bank Al-Maghrib,du-wali-de-bank-al-maghrib,Circulaire du Wali de Bank Al-Maghrib fixant les conditions et modalités d’appli,2023-02-01,,,number contient le type → devrait être 'du-wali-de-bank-al-maghrib',True
280,Circulaire n° 4/W/2021,4-w-2021,Circulaire modifiant la circulaire du Wali de Bank Al-Maghrib n°10/W/2018 relati,2021-03-04,,,number contient le type → devrait être '4-w-2021',True
286,Arrêté n° 2810-16,2810-16,Arrêté du ministre de l’économie et des finances n° 2810-16 du 20 septembre 2016,2016-09-20,,,number contient le type → devrait être '2810-16',True
287,Arrêté n° 2811-16,2811-16,Arrêté du ministre de l’économie et des finances n° 2811-16 du 18 hija 1437 (20 ,2016-09-20,,,number contient le type → devrait être '2811-16',True
292,Dahir n° 1-21-76,1-21-76,Dahir n° 1-21-76 du 3 hija 1442 (14 juillet 2021) portant promulgation de la loi,2021-07-14,,,number contient le type → devrait être '1-21-76',True
293,Dahir n° 1-21-77,1-21-77,Dahir n° 1-21-77 du 3 hija 1442 (14 juillet 2021) portant promulgation de la loi,2021-07-14,,,number contient le type → devrait être '1-21-77',True
297,Décret n° 2-03-547,2-03-547,Décret n° 2-03-547 du 9 joumada II 1424 (8 août 2003) modifiant le décret n° 2-9,2003-08-08,,,number contient le type → devrait être '2-03-547',True
301,Décret n° 2-97-965,2-97-965,approuvant le retrait de la circulation de billets et de monnaies métalliques.,1998-01-08,,,number contient le type → devrait être '2-97-965',True
332,Dahir n° 1-06-232,1-06-232,Code Général des Impôts,2006-12-31,,,number contient le type → devrait être '1-06-232',True
336,Loi de Finances n° 60-24,de-finances-n°-60-24,Note synthétique des mesures fiscales de la loi de finances n° 60-24 pour l’anné,2025-01-01,,,number contient le type → devrait être 'de-finances-n°-60-24',True
346,Arrêté n° 551-18,551-18,Arrêté du ministre de l'économie et des finances n° 551-18 du 4 joumada II 1439 ,2018-02-21,,,number contient le type → devrait être '551-18',True
356,Dahir n° 1-11-91,1-11-91,Dahir n° 1-11-91 du 27 chaabane 1432 (29 juillet 2011) portant promulgation du t,2011-07-29,,,number contient le type → devrait être '1-11-91',True
358,Décret n° 2-22-580,2-22-580,Décret n° 2-22-580 du 10 chaabane 1444 (3 mars 2023) relatif à la mise en place ,2023-03-03,,,number contient le type → devrait être '2-22-580',True
359,Dahir nO 1-15-62,1-15-62,Dahir n° 1-15-62 du 14 chaabane 1436 (2 juin 2015) portant promulgation de la lo,2015-06-02,,,number contient le type → devrait être '1-15-62',True
363,Décret n° 2-16-344,2-16-344,Décret n° 2-16-344 du 17 chaoual 1437 (22 juillet 2016) fixant les délais de pai,2016-07-22,,,number contient le type → devrait être '2-16-344',True
366,Dahir n° 1-10-16,1-10-16,Dahir n° 1-10-16 du 26 safar 1431 (11 février 2010) portant promulgation de la l,2010-02-11,,,number contient le type → devrait être '1-10-16',True
367,Loi no 12-02,12-02,Loi no 12-02 relative à la responsabilité civile en matière de dommages nucléair,2005-01-07,,,number contient le type → devrait être '12-02',True
369,Décret n° 2-15-772,2-15-772,relatif à l’accès au réseau électrique national de moyenne tension.,2015-10-28,,,number contient le type → devrait être '2-15-772',True
370,Dahir n° 1-16-60,1-16-60,Dahir n° 1-16-60 du 17 chaabane 1437 (24 mai 2016) portant promulgation de la lo,2016-05-24,,,number contient le type → devrait être '1-16-60',True
371,Loi n° 47-09,47-09,Loi n° 47-09 relative à l’efficacité énergétique,,,,number contient le type → devrait être '47-09',True
374,Arrêté viziriel du 2 janvier 1932 (23 chaabane 1350),viziriel-du-2-janvier-1932-(23-chaabane-1350),Arrêté viziriel réglementant l'emploi des explosifs dans les carrières et chanti,1932-01-02,,,number contient le type → devrait être 'viziriel-du-2-janvier-1932-(23-chaabane-1350)',True
375,Arrêté viziriel du 12 janvier 1955,viziriel-du-12-janvier-1955,ARRETE VIZIRIEL DU 12 JANVIER 1955 FIXANT LES TAXES PERÇUES A L'OCCASION DES EPR,1955-01-12,,,number contient le type → devrait être 'viziriel-du-12-janvier-1955',True
376,Arrete-delegation-pouvoirs,delegation-pouvoirs,Délégation de pouvoirs en matière de licences minières et d'exploitation des déc,,,,number contient le type → devrait être 'delegation-pouvoirs',True
377,Arrêté-n°-1263-91-du-9-chaoual-1413-(1er-avril-1993),n°-1263-91-du-9-chaoual-1413-(1er-avril-1993),"Règlement général de sécurité des GPL: centres, dépôts, stockages, conditionneme",,,,number contient le type → devrait être 'n°-1263-91-du-9-chaoual-1413-(1er-avril-1993)',True
378,Arrêté du 11/4/1957,du-11-4-1957,Arrêté du sous-secrétaire d'Etat au commerce et à l'industrie du 11/4/1957 (11 a,1957-04-11,,,number contient le type → devrait être 'du-11-4-1957',True
379,Arrêté-13Jan1955-Construction-et-emploi-des-APG,13jan1955-construction-et-emploi-des-apg,Réglementation de la construction et de l'emploi des appareils à pression de gaz,,,,number contient le type → devrait être '13jan1955-construction-et-emploi-des-apg',True
380,Arrêté du 14 janvier 1955,du-14-janvier-1955,Arrêté du directeur de la production industrielle et des mines du 14 janvier 195,1955-01-14,,,number contient le type → devrait être 'du-14-janvier-1955',True
381,Arrêté-15Jan1955-Générateurs-d'acétylène,15jan1955-générateurs-d'acétylène,Règlement des générateurs d'acétylène (1955),,,,"number contient le type → devrait être ""15jan1955-générateurs-d'acétylène""",True
382,Arrêté-17-12-1953-emploi-de-la-soudure-art-5,17-12-1953-emploi-de-la-soudure-art-5,Réglementation de la soudure sur fer ou acier pour appareils à vapeur et à press,,,,number contient le type → devrait être '17-12-1953-emploi-de-la-soudure-art-5',True
383,ARRÊTÉ DU 19 AOÛT 1953,du-19-août-1953,ARRÊTÉ DU DIRECTEUR DE LA PRODUCTION INDUSTRIELLE ET DES MINES DU 19 AOÛT 1953 f,1953-08-19,,,number contient le type → devrait être 'du-19-août-1953',True
384,Arrêté du 19 août 1953,du-19-août-1953,ARRÊTÉ DU DIRECTEUR DE LA PRODUCTION INDUSTRIELLE ET DES MINES DU 19 AOÛT 1953 r,1953-08-19,,,number contient le type → devrait être 'du-19-août-1953',True
387,Arrêté du 29 décembre 1953,du-29-décembre-1953,Arrêté du directeur de la production industrielle et des mines du 29 décembre 19,1953-12-29,,,number contient le type → devrait être 'du-29-décembre-1953',True
390,arrêté-du-28-décembre-1951-installations-qui-mettent-en-oeuvre-des-cpourants-électriques-d,du-28-décembre-1951-installations-qui-mettent-en-oeuvre-des-cpourants-électriques-d,Déclassement de parcelles du domaine public municipal de Salé,,,,number contient le type → devrait être 'du-28-décembre-1951-installations-qui-mettent-en-oeuvre-des-cpourants-électriques-d',True
391,"Arrêté-du-ministre-du-commerce,-de-l'artisanat,-de-l'industrie,-des-mines-et-de-la-marine-marchande-n°-345-68","du-ministre-du-commerce,-de-l'artisanat,-de-l'industrie,-des-mines-et-de-la-marine-marchande-n°-345-68",Déplacement de stations-service et de remplissage (Arrêté n° 345-68),,,,"number contient le type → devrait être ""du-ministre-du-commerce,-de-l'artisanat,-de-l'industrie,-des-mines-et-de-la-marine-marchande-n°-345-68""",True
