id,number,norm_number,title_fr,stored_date,stored_year,expected_year,problem,auto_fixable
579,Dahir n° 1-16-132,1-16-132,Dahir n° 1-16-132 du 21 kaada 1437 (25 août 2016) portant promulgation de la loi,2016-08-25,,,number contient le type → devrait être '1-16-132',True
580,Dahir n° 1-15-77,1-15-77,Dahir n° 1-15-77 du 14 ramadan 1436 (1“ juillet 2015) portant promulgation de la,2015-07-01,,,number contient le type → devrait être '1-15-77',True
581,Dahir n° 1-16-2,1-16-2,Dahir n° 1-16-2 du 1“ rabii II 1437 (12 janvier 2016) portant promulgation de la,2016-01-12,,,number contient le type → devrait être '1-16-2',True
583,Dahir n°1.16.131,1-16-131,Dahir n° 1-16-131 du 21 kaada 1437 (25 août 2016) portant exécution de la loi n°,2016-08-25,,,number contient le type → devrait être '1-16-131',True
585,Dahir n° 1-14-149,1-14-149,Dahir portant promulgation de la loi n° 142-12 relative à la sûreté et à la sécu,2014-09-18,,,number contient le type → devrait être '1-14-149',True
586,Loi n°21-90 amendée et complétée par Loi n°27- 99,21-90-amendée-et-complétée-par-loi-n°27-99,Loi n° 21-90 relative à la recherche et à l’exploitation des gisements d’hydroca,2000-02-15,,,number contient le type → devrait être '21-90-amendée-et-complétée-par-loi-n°27-99',True
587,Arrêté viziriel du 18 février 1938,viziriel-du-18-février-1938,Arrêté viziriel du 18 février 1938 portant règlement général sur l’exploitation ,1938-02-18,,,number contient le type → devrait être 'viziriel-du-18-février-1938',True
591,Décret n°2.24.62,2-24-62,Décret n°2.24.62 modifiant le décret n°2.23.781 pris en application de la loi n°,2024-01-25,,,number contient le type → devrait être '2-24-62',True
594,Dahir n°1.24.32,1-24-32,Dahir n° 1.24.32 du 18 moharrem 1446 portant exécution de la loi n° 43.22 relati,2024-07-24,,,number contient le type → devrait être '1-24-32',True
595,Décret n°2.24.715,2-24-715,Décret relatif aux dispositions transitoires concernant certains magistrats,2024-07-25,,,number contient le type → devrait être '2-24-715',True
597,Décret n°2.22.92,2-22-92,Décret n° 2.22.92 fixant les modalités et procédures de création d'entreprises p,2024-04-22,,,number contient le type → devrait être '2-22-92',True
598,Décret n°2.23.150 portant approbation du code des devoirs professionnels des experts-comptables,2-23-150-portant-approbation-du-code-des-devoirs-professionnels-des-experts-comptables,Décret n° 2.23.150 portant approbation du code des devoirs professionnels des ex,2024-04-22,,,number contient le type → devrait être '2-23-150-portant-approbation-du-code-des-devoirs-professionnels-des-experts-comptables',True
599,Décret n°2.22.604,2-22-604,Décret n° 2.22.604 portant application des dispositions de la loi n° 45.18 relat,2024-04-22,,,number contient le type → devrait être '2-22-604',True
600,Décret n°2.21.345,2-21-345,Décret n° 2.21.345 du 5 Dhou al-Qi`da 1442 (16 juillet 2021) relatif à l’organis,2024-03-21,,,number contient le type → devrait être '2-21-345',True
602,Dahir n°1.17.101,1-17-101,Dahir n° 1-17-101 du 2 de Ramadan 1445 portant publication de la Convention sur ,2024-03-13,,,number contient le type → devrait être '1-17-101',True
603,Dahir n° 1.24.33,1-24-33,Dahir n° 1.24.33 portant exécution de la loi n° 10.23 relative à l'organisation ,2024-07-24,,,number contient le type → devrait être '1-24-33',True
606,Dahir n°1-02-298,1-02-298,Dahir n° 1-02-298 du 3 rabii II 1423 (3 octobre 2002) portant promulgation de la,2002-10-03,,,number contient le type → devrait être '1-02-298',True
607,Dahir n°1-11-178,1-11-178,Dahir n° 1-11-178 du 25 moharrem 1432 (22 novembre 2011) portant promulgation de,2011-11-22,,,number contient le type → devrait être '1-11-178',True
608,Décret n°2.24.646,2-24-646,Décret fixant les avantages et indemnités accordés aux magistrats des juridictio,2024-07-25,,,number contient le type → devrait être '2-24-646',True
609,Dahir n°1-58-008,1-58-008,Dahir n° 1-58-008 portant loi fondamentale relative à la fonction publique,,,,number contient le type → devrait être '1-58-008',True
610,Dahir portant loi n° 1-24-38,portant-loi-n°-1-24-38,Dahir portant loi n° 1-24-38 modifiant et complétant le dahir formant loi n° 1-0,2024-08-07,,,number contient le type → devrait être 'portant-loi-n°-1-24-38',True
613,Arrêté du Ministre de la Justice,du-ministre-de-la-justice,Arrêté du Ministre de la Justice fixant les spécialités requises pour l'emploi d,2024-01-15,,,number contient le type → devrait être 'du-ministre-de-la-justice',True
614,Décret n°2.96.914,2-96-914,Décret fixant les avantages et indemnités accordés aux magistrats des 1er et 2èm,2024-07-25,,,number contient le type → devrait être '2-96-914',True
616,Dahir n° 1-58-250,1-58-250,Dahir n° 1-58-250 du 21 safar 1378 (6 septembre 1958) portant code de la nationa,1958-09-06,,,number contient le type → devrait être '1-58-250',True
617,Dahir n°1-93-330 du 10 septembre 1993,1-93-330-du-10-septembre-1993,Dahir n°1-93-330 du 10 septembre 1993 portant promulgation de la loi n°24-89 édi,1993-09-10,,,number contient le type → devrait être '1-93-330-du-10-septembre-1993',True
619,Dahir n° 1-24-35,1-24-35,Dahir n° 1-24-35 du 2 safar 1446 (7 août 2024) portant promulgation de la loi n°,2024-08-07,,,number contient le type → devrait être '1-24-35',True
620,Dahir n° 1-16-113,1-16-113,Dahir n° 1-16-113 du 6 kaada 1437 (10 août 2016) portant promulgation de la loi ,2016-08-10,,,number contient le type → devrait être '1-16-113',True
621,Décret n° 2-24-308,2-24-308,Décret accordant à l’Office national des hydrocarbures et des mines et à la soci,2024-04-22,,,number contient le type → devrait être '2-24-308',True
622,Décret n° 2-09-286,2-09-286,Décret fixant les normes de qualité de l'air et les modalités de surveillance de,2009-12-08,,,number contient le type → devrait être '2-09-286',True
625,Décret n° 2-23-275,2-23-275,"Décret relatif à l’immatriculation, à l’identification, à l’inscription des hypo",2024-05-23,,,number contient le type → devrait être '2-23-275',True
626,Décret n° 2-23-681,2-23-681,"Décret relatif à la conception, à la production, à la maintenance et à la naviga",2024-05-14,,,number contient le type → devrait être '2-23-681',True
630,Décret n° 2-24-962,2-24-962,Décret portant suspension de la perception du droit d'importation applicable aux,2024-10-18,,,number contient le type → devrait être '2-24-962',True
631,Décret n° 2-24-963 du 14 rabii II 1446 (18 octobre 2024),2-24-963-du-14-rabii-ii-1446-(18-octobre-2024),Décret portant suspension de la perception du droit d'importation applicable aux,2024-10-18,,,number contient le type → devrait être '2-24-963-du-14-rabii-ii-1446-(18-octobre-2024)',True
634,Décret n°2-23-970,2-23-970,Décret relatif au Conseil national de la pêche et de l’aquaculture continentales,2024-03-21,,,number contient le type → devrait être '2-23-970',True
636,Dahir n° 1.14.192,1-14-192,Dahir n° 1.14.192 portant exécution de la loi n° 86.12 relative aux contrats de ,2014-12-24,,,number contient le type → devrait être '1-14-192',True
637,Dahir n°1-16-122,1-16-122,Dahir n° 1-16-122 du 6 Dou Al Kiada 1437 (10 août 2016) portant exécution de la ,2016-08-10,,,number contient le type → devrait être '1-16-122',True
638,Dahir n°1-10-145,1-10-145,Loi n° 22-10 relative à l'utilisation des sacs et emballages en plastique biodég,2010-07-16,,,number contient le type → devrait être '1-10-145',True
639,Loi-cadre n° 99.12,cadre-n°-99-12,Loi-cadre n°99-12 portant charte nationale de l'environnement et du développemen,2014-03-06,,,number contient le type → devrait être 'cadre-n°-99-12',True
640,Dahir n° 1-20-42,1-20-42,Dahir n° 1-20-42 du 8 septembre 2020 portant promulgation de la loi organique n°,2020-09-08,,,number contient le type → devrait être '1-20-42',True
642,Dahir n°1-24-26,1-24-26,Dahir n° 1-24-26 du 16 Ramadan 1447 (26 mars 2026) portant amendment et modifica,2024-03-16,,,number contient le type → devrait être '1-24-26',True
644,Dahir n°1-25-71 du 26 Rajab 1447 (16 janvier 2026),1-25-71-du-26-rajab-1447-(16-janvier-2026),Dahir n°1-25-71 du 26 Rajab 1447 (16 janvier 2026) portant modification et compl,2026-01-16,,,number contient le type → devrait être '1-25-71-du-26-rajab-1447-(16-janvier-2026)',True
645,Dahir n° 1-12-20,1-12-20,Dahir n° 1-12-20 portant promulgation de la loi n° 02.12 relative à la nominatio,2012-07-17,,,number contient le type → devrait être '1-12-20',True
646,Dahir n°1.21.94,1-21-94,Dahir n° 1.21.94 portant exécution de la loi n° 01.21 relative à l'assujettissem,2024-02-12,,,number contient le type → devrait être '1-21-94',True
647,Dahir n°1.24.08,1-24-08,Dahir n°1.24.08 portant publication de la loi n°14.23 approuvant le règlement de,2024-02-15,,,number contient le type → devrait être '1-24-08',True
648,Dahir n°1-02-238,1-02-238,Dahir n° 1-02-238 portant promulgation de la loi n° 17-99 concernant le code des,2002-10-03,,,number contient le type → devrait être '1-02-238',True
649,Dahir n°1-24-28,1-24-28,Dahir n° 1-24-28 du 28 juin 2024 portant modification de la loi n° 19-94 relativ,2024-06-28,,,number contient le type → devrait être '1-24-28',True
651,Dahir n°1-97-49,1-97-49,Dahir n° 1-97-49 du 5 chaoual 1417 portant exécution de la loi n° 5.96 relative ,1997-02-13,,,number contient le type → devrait être '1-97-49',True
652,Dahir n°1-24-01,1-24-01,Dahir n° 1-24-01 modifiant et complétant la loi n° 97-12 relative à la lutte con,2024-01-19,,,number contient le type → devrait être '1-24-01',True
653,Dahir n°1-24-13,1-24-13,Dahir n° 1-24-13 du 10 chaabane 1445 modifiant et complétant la loi n° 98.15 rel,2024-02-20,,,number contient le type → devrait être '1-24-13',True
654,Arrêté,Arrêté,Règlement intérieur de la Commission du droit d'accès à l'information (en arabe),2020-12-29,,,number contient le type → devrait être 'Arrêté',True
657,Décret n°2.23.244,2-23-244,Décret n° 2.23.244 modifiant et complétant le décret n° 2.09.286 du 20 moharrem ,2024-03-07,,,number contient le type → devrait être '2-23-244',True
658,Dahir n°1-17-109,1-17-109,Dahir n° 1-17-109 du 16 rabii I 1439 portant promulgation de la loi n° 99-15 ins,2017-12-05,,,number contient le type → devrait être '1-17-109',True
659,Loi n° 07.00,07-00,Loi n° 07.00 portant création des académies régionales d'éducation et de formati,2000-01-19,,,number contient le type → devrait être '07-00',True
660,Dahir n°1-22-53,1-22-53,"Dahir n° 1-22-53 du 13 moharrem 1444 portant promulgation de la loi n° 94-21, re",2022-08-11,,,number contient le type → devrait être '1-22-53',True
661,Dahir n°1.24.11 portant exécution de la loi n°98.18,1-24-11-portant-exécution-de-la-loi-n°98-18,Dahir n° 1.24.11 portant exécution de la loi n° 98.18 relative à l'Ordre nationa,2024-02-20,,,number contient le type → devrait être '1-24-11-portant-exécution-de-la-loi-n°98-18',True
662,Dahir n°1-24-12 portant loi n°01.22,1-24-12-portant-loi-n°01-22,Dahir n°1-24-12 portant promulgation de la loi n°01.22 relative aux bureaux d'in,2024-02-20,,,number contient le type → devrait être '1-24-12-portant-loi-n°01-22',True
663,Dahir n°1-24-34,1-24-34,Dahir n° 1-24-34 du 18 moharrem 1446 portant promulgation de la loi n° 21.24 rel,2024-07-24,,,number contient le type → devrait être '1-24-34',True
664,Dahir n°1.24.35,1-24-35,Dahir n° 1-24-35 du 2 rabii II 1446 portant exécution de la loi n° 32.24 relativ,2024-08-07,,,number contient le type → devrait être '1-24-35',True
665,Décret no 2.77.862 du 25 Chaoual 1397 relatif à l'application du code des douanes et impôts indirects,2-77-862-du-25-chaoual-1397-relatif-à-l'application-du-code-des-douanes-et-impôts-indirects,Décret n° 2.77.862 du 25 Chaoual 1397 (9 octobre 1977) relatif à l'application d,1977-10-09,,,"number contient le type → devrait être ""2-77-862-du-25-chaoual-1397-relatif-à-l'application-du-code-des-douanes-et-impôts-indirects""",True
666,Décret n°2.23.1067 portant application de la loi n°58.23 relative au soutien social direct,2-23-1067-portant-application-de-la-loi-n°58-23-relative-au-soutien-social-direct,Décret n°2.23.1067 portant application de la loi n°58.23 relative au soutien soc,2023-12-01,,,number contient le type → devrait être '2-23-1067-portant-application-de-la-loi-n°58-23-relative-au-soutien-social-direct',True
667,Décret n°2.24.705,2-24-705,Décret n° 2.24.705 fixant l'organisation et les attributions du Secrétariat géné,2024-10-02,,,number contient le type → devrait être '2-24-705',True
668,Décret n°2.15.183,2-15-183,Décret n° 2.15.183 fixant la liste des établissements et des universités liés pa,2015-07-24,,,number contient le type → devrait être '2-15-183',True
669,Décret n°2.23.557,2-23-557,Décret n° 2.23.557 relatif à la qualité des matières destinées à l'alimentation ,2024-05-14,,,number contient le type → devrait être '2-23-557',True
670,Dahir n° 2.24.1,2-24-1,Dahir n° 2.24.1 du 22 février 2024 modifiant et complétant le dahir n° 1.18.785 ,2024-02-22,,,number contient le type → devrait être '2-24-1',True
671,Décret n° 2-00-1016,2-00-1016,Décret n° 2-00-1016 du 7 Rabii II 1422 (29 juillet 2001) pris pour l'application,2001-07-29,,,number contient le type → devrait être '2-00-1016',True
672,Décret n°2.03.729,2-03-729,Décret n° 2-03-729 du 18 rabii II 1425 (7 juillet 2004) portant création du «Gra,2004-07-07,,,number contient le type → devrait être '2-03-729',True
674,Décret n°2.24.636,2-24-636,Décret fixant le régime des indemnités spéciales allouées aux techniciens et tec,2024-07-25,,,number contient le type → devrait être '2-24-636',True
675,Décret n°2.24.615,2-24-615,Décret n° 2.24.615 modifiant et complétant le décret n° 2.04.761 du 10 Dou Al Ki,2024-07-25,,,number contient le type → devrait être '2-24-615',True
676,Décret n°2.24.608,2-24-608,Décret relatif au statut particulier du corps des administrateurs communs aux mi,2024-07-25,,,number contient le type → devrait être '2-24-608',True
677,Décret n° 2-03-348,2-03-348,Décret n° 2-03-348 du 28 juillet 2003 fixant le statut particulier du corps des ,2003-07-28,,,number contient le type → devrait être '2-03-348',True
678,Décret n°2.24.396,2-24-396,Décret n° 2.24.396 modifiant le décret n° 2.08.521 du 18 décembre 2008 portant r,2024-07-11,,,number contient le type → devrait être '2-24-396',True
679,Décret n°2.08.573,2-08-573,Décret relatif à l'institution d'une redevance pour les services fournis par l'I,2008-12-30,,,number contient le type → devrait être '2-08-573',True
682,Décret n°2.10.452,2-10-452,Décret n° 2.10.452 du 20 dou al-qiida 1431 (29 octobre 2010) relatif au statut p,2010-10-29,,,number contient le type → devrait être '2-10-452',True
683,Décret n°2-11-672,2-11-672,Décret n° 2-11-672 du 27 moharrem 1433 (23 décembre 2011) relatif à l'organisati,2011-12-23,,,number contient le type → devrait être '2-11-672',True
685,Décret n°2.13.24,2-13-24,Décret n° 2-13-24 fixant la liste des établissements publics soumis au contrôle ,2013-02-26,,,number contient le type → devrait être '2-13-24',True
687,Décret n° 2.13.820,2-13-820,Décret n° 2.13.820 relatif à l'amélioration de l'exécution des opérations d'impo,2014-11-10,,,number contient le type → devrait être '2-13-820',True
688,Décret n°2.24.152,2-24-152,Décret modifiant et complétant le décret n° 2.14.330 du 5 moharrem 1436 (30 octo,2024-07-27,,,number contient le type → devrait être '2-24-152',True
689,Décret n° 2.15.402,2-15-402,"Décret n° 2.15.402 fixant la liste des cercles, des collectivités territoriales ",2015-07-22,,,number contient le type → devrait être '2-15-402',True
690,Décret n°2.16.773,2-16-773,Décret n° 2.16.773 du 28 Chaabane 1438 (25 mai 2017) fixant les modalités de fon,2017-05-25,,,number contient le type → devrait être '2-16-773',True
693,Décret n°2.23.1009,2-23-1009,Décret n° 2.23.1009 du 19 janvier 2024 portant application de la loi n° 17.99 po,2024-01-19,,,number contient le type → devrait être '2-23-1009',True
694,Décret n°2.18.622,2-18-622,Décret n° 2.18.622 pris pour l'application de la loi n° 98.15 relative à l'assur,2019-01-17,,,number contient le type → devrait être '2-18-622',True
695,Décret n° 2.19.333 du 7 août 2019,2-19-333-du-7-août-2019,Décret n° 2.19.333 modifiant et complétant le décret n° 2.19.333 fixant les moda,2019-08-07,,,number contient le type → devrait être '2-19-333-du-7-août-2019',True
696,Décret n°2.19.429,2-19-429,Décret n° 2-19-429 modifiant le décret n° 2-19-429 du 18 Ramadan 1440 (24 mai 20,2024-07-16,,,number contient le type → devrait être '2-19-429',True
697,Décret n°2.24.628,2-24-628,Décret n° 2.24.628 modifiant et complétant le dahir n° 2.19.453 du 7 joumada I 1,2024-07-25,,,number contient le type → devrait être '2-24-628',True
698,Décret n°2.5.022,2-5-022,Décret n° 2.5.022 portant application de la loi n° 71.05 relative à l'exercice d,2021-12-09,,,number contient le type → devrait être '2-5-022',True
700,Décret n°2.22.78,2-22-78,Décret portant création de l'observatoire marocain des marchés publics,2024-04-22,,,number contient le type → devrait être '2-22-78',True
701,Décret n°2.22.831,2-22-831,Décret n° 2.22.831 relatif à la salubrité et la qualité du sel alimentaire,2024-03-21,,,number contient le type → devrait être '2-22-831',True
703,Décret n°2.23.1034,2-23-1034,Décret n° 2.23.1034 autorisant la création de douze sociétés à vocation multiple,2024-02-19,,,number contient le type → devrait être '2-23-1034',True
704,Décret n°2.23.1035,2-23-1035,Décret n°2.23.1035 portant application de l'article 14 de la loi n°83.21 relativ,2024-02-19,,,number contient le type → devrait être '2-23-1035',True
705,Décret n°2.23.1041,2-23-1041,Décret n° 2.23.1041 fixant les modalités et conditions de bénéfice de l'aide pub,2023-12-22,,,number contient le type → devrait être '2-23-1041',True
706,Décret n°2.23.105,2-23-105,relatif aux autorisations de forage,2024-03-21,,,number contient le type → devrait être '2-23-105',True
707,Décret n°2.23.1055,2-23-1055,Décret n°2.23.1055 relatif à l'application des dispositions de la loi n°10.22 po,2024-07-23,,,number contient le type → devrait être '2-23-1055',True
709,Décret n°2.23.1192,2-23-1192,Décret n° 2.23.1192 fixant les modalités d’accréditation des organismes techniqu,2024-05-23,,,number contient le type → devrait être '2-23-1192',True
711,Décret n° 2.23.275,2-23-275,"Décret n° 2.23.275 relatif à l'immatriculation des aéronefs, aux marques d'ident",2024-05-23,,,number contient le type → devrait être '2-23-275',True
712,Décret n°2.23.440 du 2 Moharrem 1446 (8 juillet 2024),2-23-440-du-2-moharrem-1446-(8-juillet-2024),Décret n° 2.23.440 fixant la procédure de radiation des parcelles du domaine pub,2024-07-08,,,number contient le type → devrait être '2-23-440-du-2-moharrem-1446-(8-juillet-2024)',True
713,Décret n°2.23.681,2-23-681,"Décret n° 2.23.681 relatif aux dispositions concernant la conception, la mainten",2024-05-14,,,number contient le type → devrait être '2-23-681',True
714,Décret n°2.23.698,2-23-698,Décret relatif au statut particulier du personnel du ministère de l'Économie et ,2024-07-16,,,number contient le type → devrait être '2-23-698',True
716,Décret n°2.23.751,2-23-751,Décret n°2.23.751 fixant l'organisation et les attributions du ministère de l'Am,2023-12-21,,,number contient le type → devrait être '2-23-751',True
717,Décret n° 2.23.827,2-23-827,Décret n° 2.23.827 relatif à la passation des concours et examens organisés par ,2024-02-23,,,number contient le type → devrait être '2-23-827',True
718,Décret n° 2.23.920 portant application de la loi n° 37.21,2-23-920-portant-application-de-la-loi-n°-37-21,Décret n° 2.23.920 du 2 moharrem 1446 (8 juillet 2024) portant application de la,2024-07-08,,,number contient le type → devrait être '2-23-920-portant-application-de-la-loi-n°-37-21',True
719,Décret n°2.23.922,2-23-922,Décret n° 2.23.922 portant organisation et détermination des attributions du sec,2024-01-29,,,number contient le type → devrait être '2-23-922',True
720,Décret n°2.23.923,2-23-923,Décret n° 2.23.923 fixant l'organisation et les attributions du département du d,2024-01-29,,,number contient le type → devrait être '2-23-923',True
722,Décret n°2.23.970,2-23-970,Décret n° 2.23.970 relatif au Conseil national de la culture et de la pêche des ,2024-03-21,,,number contient le type → devrait être '2-23-970',True
723,Décret n°2.24.064,2-24-064,Décret relatif à la suspension du droit d'importation sur les bovins,2024-01-25,,,number contient le type → devrait être '2-24-064',True
725,Décret n°2.24.141,2-24-141,Décret n° 2.24.141 relatif à diverses dispositions concernant les indemnités all,2024-02-23,,,number contient le type → devrait être '2-24-141',True
727,Décret n°2.24.144 du 8 juillet 2024,2-24-144-du-8-juillet-2024,Décret n°2.24.144 relatif à la marque « Établissement pionnier »,2024-07-08,,,number contient le type → devrait être '2-24-144-du-8-juillet-2024',True
729,Décret n°2.24.328,2-24-328,Décret n°2.24.328 fixant les attributions et l'organisation du secteur de l'Ense,2024-08-02,,,number contient le type → devrait être '2-24-328',True
730,Décret n°2.24.394,2-24-394,Décret relatif à la sécurité sanitaire et à la qualité des sauces destinées à la,2024-10-03,,,number contient le type → devrait être '2-24-394',True
731,Décret n°2.24.395,2-24-395,Décret n° 2.24.395 relatif à la réorganisation du Centre de planification et d'o,2024-07-11,,,number contient le type → devrait être '2-24-395',True
735,Décret n°2.24.729,2-24-729,Décret n°2.24.729 relatif aux modalités et conditions d'octroi de l'agrément off,2024-09-30,,,number contient le type → devrait être '2-24-729',True
736,Décret n°2.24.960,2-24-960,Décret relatif à la suspension du paiement des droits d'importation applicable à,2024-10-18,,,number contient le type → devrait être '2-24-960',True
738,Décret n°2-04-949,2-04-949,Décret n° 2-04-949 du 25 octobre 2004 suspendant le paiement du droit d'importat,2004-10-25,,,number contient le type → devrait être '2-04-949',True
739,Décret n°2-23-962,2-23-962,Décret n° 2-23-962 modifiant et complétant le décret n° 2-72-513 du 22 moharrem ,2024-02-19,,,number contient le type → devrait être '2-23-962',True
740,Décret n°2.77.68,2-77-68,Décret n° 2-77-68 du 12 Safar 1397 (2 février 1977) instituant une indemnité de ,1977-02-02,,,number contient le type → devrait être '2-77-68',True
741,Décret n°2.24.614,2-24-614,Décret n° 2.24.614 modifiant et complétant le décret n° 2.89.565 du 30 Chaoual 1,2024-07-25,,,number contient le type → devrait être '2-24-614',True
742,Décret n°2.24.502,2-24-502,Décret relatif à l'octroi d'une prime complémentaire aux enseignants-chercheurs ,2024-07-08,,,number contient le type → devrait être '2-24-502',True
743,Décret n°2.24.649,2-24-649,Décret modifiant et complétant le décret n° 2-90-922 du 7 kaada 1413 (29 avril 1,2024-07-25,,,number contient le type → devrait être '2-24-649',True
744,Décret n°2.93.807,2-93-807,Décret relatif au statut particulier du corps de l'inspection générale des finan,1994-07-16,,,number contient le type → devrait être '2-93-807',True
746,Décret n° 2-01-209,2-01-209,Décret n° 2-01-209 du 20 Chaoual 1422 (8 janvier 2002) fixant le nombre des cons,2002-04-18,,,number contient le type → devrait être '2-01-209',True
747,Décret n°2.98.548,2-98-548,Décret n° 2.98.548 du 28 chaoual 1419 (15 février 1999) relatif au statut partic,1999-02-15,,,number contient le type → devrait être '2-98-548',True
4041,decret cncp Ar,cncp-ar,Décret (référence CNCP — texte non identifié),,,,number contient le type → devrait être 'cncp-ar',True
7580,Loi n° 01-09,01-09,Loi n° 01-09 portant création de la Fondation Nationale des Musées,2011-04-18,,,number contient le type → devrait être '01-09',True
7585,Loi n° 104.12,104-12,Loi n° 104.12 relative à la liberté des prix et de la concurrence,2014-06-30,,,number contient le type → devrait être '104-12',True
7587,Arrêté n°119.24,119-24,"Arrêté du ministre de l'Enseignement Supérieur, de la Recherche Scientifique et ",2024-01-08,,,number contient le type → devrait être '119-24',True
7588,Dahir n°1-92-31,1-92-31,Dahir n° 1-92-31 du 15 joumada II 1412 (17 juin 1992) portant promulgation de la,1992-06-17,,,number contient le type → devrait être '1-92-31',True
7589,Loi n°131-13,131-13,Loi n° 131-13 relative à l'exercice de la profession de médecin,2015-02-19,,,number contient le type → devrait être '131-13',True
7590,Loi n°13-09,13-09,Loi n° 13.09 relative aux énergies renouvelables,2010-02-11,,,number contient le type → devrait être '13-09',True
7592,Dahir n° 1-06-151,1-06-151,Loi n° 17-04 portant code du médicament et de la pharmacie,2006-11-22,,,number contient le type → devrait être '1-06-151',True
7593,Loi n° 18.00,18-00,"Loi n° 18.00 relative au statut de la copropriété des immeubles bâtis, telle que",2002-10-03,,,number contient le type → devrait être '18-00',True
7595,Dahir n°1.58.376,1-58-376,Dahir n° 1.58.376 réglementant le droit d'association,1958-11-15,,,number contient le type → devrait être '1-58-376',True
7596,Dahir n°1.58.377,1-58-377,Dahir n° 1.58.377 du 3 joumada I 1378 (15 novembre 1958) relatif aux rassembleme,1958-11-15,,,number contient le type → devrait être '1-58-377',True
7601,Loi n° 25.90,25-90,"Loi n° 25.90 relative aux lotissements, groupes d'habitations et morcellements d",1992-06-17,,,number contient le type → devrait être '25-90',True
7603,Loi n°2.00,2-00,"Loi n° 2.00 relative aux droits d'auteur et droits voisins, telle que modifiée e",2000-02-15,,,number contient le type → devrait être '2-00',True
7605,Décret n°2.15.426,2-15-426,Décret n°2.15.426 du 28 Ramadan 1436 (15 juillet 2015) relatif à l'élaboration e,2015-07-15,,,number contient le type → devrait être '2-15-426',True
7615,Loi n°57-11,57-11,"Loi n°57-11 relative aux listes électorales générales, aux opérations de référen",2011-10-28,,,number contient le type → devrait être '57-11',True
7619,Loi n° 7.81,7-81,Loi n° 7.81 relative à l'expropriation pour cause d'utilité publique et à l'occu,1982-05-06,,,number contient le type → devrait être '7-81',True
7620,Loi n° 86.12,86-12,Loi n° 86.12 relative aux contrats de partenariat entre les secteurs public et p,2014-12-24,,,number contient le type → devrait être '86-12',True
7633,Dahir n°1-95-213,1-95-213,Dahir portant promulgation de la loi-cadre n° 18-95 formant charte de l'investis,1995-11-08,,,number contient le type → devrait être '1-95-213',True
7634,Circulaire N° 72-CAB,72-cab,Modalités d'application du dahir n° 1-56-211 du 8 Joumada I 1376 (11 Décembre 19,1992-11-26,,,number contient le type → devrait être '72-cab',True
7636,Dahir n°1-11-91,1-11-91,Dahir n°1-11-91 du 27 Chaabane 1432 (29 juillet 2011) portant promulgation du te,2011-07-29,,,number contient le type → devrait être '1-11-91',True
7638,Dahir n° 1-58-008,1-58-008,Dahir n° 1-58-008 du 4 chaabane 1377 (24 février 1958) portant statut général de,1958-02-24,,,number contient le type → devrait être '1-58-008',True
7639,Dahir n° 1-56-211,1-56-211,Dahir n° 1-56-211 du 8 Joumada I 1376 (11 décembre 1956) relatif aux garanties p,1956-12-11,,,number contient le type → devrait être '1-56-211',True
7640,Dahir n°1-58-377,1-58-377,Dahir portant réglementation du droit de réunion publique,1958-11-12,,,number contient le type → devrait être '1-58-377',True
7643,Décret n°2-94-223,2-94-223,"Décret n°2-94-223 du 6 Moharrem 1415 (16 juin 1994) instituant, pour le compte d",1994-06-16,,,number contient le type → devrait être '2-94-223',True
7644,Décret royal n° 62-68,62-68,Décret royal n° 62-68 du 19 safar 1388 (17/05/1968) fixant les dispositions appl,1968-05-17,,,number contient le type → devrait être '62-68',True
7650,Décret n° 2-99-1216,2-99-1216,Décret n° 2-99-1216 du 6 safar 1421 (10 mai 2000) fixant les conditions et les m,2000-05-10,,,number contient le type → devrait être '2-99-1216',True
7652,Décret royal n° 330-66,330-66,Décret royal n° 330-66 du 21/04/1967 (10 moharrem 1387) portant règlement généra,1967-04-21,,,number contient le type → devrait être '330-66',True
7653,Décret n° 2-07-1235,2-07-1235,Décret n° 2-07-1235 du 5 kaada 1429 (4 novembre 2008) relatif au contrôle des dé,2008-11-04,,,number contient le type → devrait être '2-07-1235',True
7654,Décret n° 2-16-470,2-16-470,Décret n° 2-16-470 du 6 chaoual 1437 (11 juillet 2016) approuvant la Convention ,2016-07-11,,,number contient le type → devrait être '2-16-470',True
7661,Décret n° 2-12-349,2-12-349,Décret n° 2-12-349 du 8 joumada I 1434 relatif aux marchés publics.,2013-04-04,,,number contient le type → devrait être '2-12-349',True
7664,Décret n° 2-59-0200,2-59-0200,Décret n° 2-59-0200 du 26 chaoual 1378 (5 mai 1959) portant application de l’art,1959-05-05,,,number contient le type → devrait être '2-59-0200',True
7672,Dahir n° 1-19-125,1-19-125,Dahir n° 1-19-125 du 16 rabii II 1441 (13 décembre 2019) portant promulgation de,2019-12-13,,,number contient le type → devrait être '1-19-125',True
7673,Loi n° 72-14,72-14,Loi n° 72-14 promulguée par le dahir n° 1-16-110 du 16 kaada 1437 (20 août 2016),2016-08-20,,,number contient le type → devrait être '72-14',True
7674,Dahir n° 1-15-05,1-15-05,Dahir n° 1-15-05 du 29 rabii II 1436 (19 février 2015) portant promulgation de l,2015-02-19,,,number contient le type → devrait être '1-15-05',True
